center,left,right,steering_angle,accelerator,brake,speed
D:\self driving car\IMG\center_2024_01_28_12_21_49_645.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_49_645.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_49_645.jpg,-0.15,0,0,19.0133
D:\self driving car\IMG\center_2024_01_28_12_21_49_717.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_49_717.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_49_717.jpg,0,0,0,18.90974
D:\self driving car\IMG\center_2024_01_28_12_21_49_784.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_49_784.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_49_784.jpg,0,0.0438198,0,18.43496
D:\self driving car\IMG\center_2024_01_28_12_21_49_856.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_49_856.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_49_856.jpg,0,0.2800725,0,18.44368
D:\self driving car\IMG\center_2024_01_28_12_21_49_923.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_49_923.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_49_923.jpg,0,0.4601223,0,18.95172
D:\self driving car\IMG\center_2024_01_28_12_21_49_996.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_49_996.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_49_996.jpg,-0.1,0.2998878,0,19.20591
D:\self driving car\IMG\center_2024_01_28_12_21_50_064.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_50_064.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_50_064.jpg,-0.25,0.1173171,0,18.87212
D:\self driving car\IMG\center_2024_01_28_12_21_50_136.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_50_136.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_50_136.jpg,0,0,0,18.69783
D:\self driving car\IMG\center_2024_01_28_12_21_50_204.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_50_204.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_50_204.jpg,0,0.0614085,0,18.99577
D:\self driving car\IMG\center_2024_01_28_12_21_50_276.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_50_276.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_50_276.jpg,0,0.3002394,0,19.00031
D:\self driving car\IMG\center_2024_01_28_12_21_50_345.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_50_345.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_50_345.jpg,-0.15,0.484509,0,18.81552
D:\self driving car\IMG\center_2024_01_28_12_21_50_418.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_50_418.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_50_418.jpg,0,0.7247883,0,19.28305
D:\self driving car\IMG\center_2024_01_28_12_21_50_485.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_50_485.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_50_485.jpg,-0.05,0.9069732,0,19.97119
D:\self driving car\IMG\center_2024_01_28_12_21_50_556.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_50_556.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_50_556.jpg,-0.25,1,0,20.71118
D:\self driving car\IMG\center_2024_01_28_12_21_50_624.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_50_624.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_50_624.jpg,0,1,0,21.20755
D:\self driving car\IMG\center_2024_01_28_12_21_50_691.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_50_691.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_50_691.jpg,-0.05,0.8741812,0,21.8408
D:\self driving car\IMG\center_2024_01_28_12_21_50_761.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_50_761.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_50_761.jpg,-0.25,0.6256216,0,22.38025
D:\self driving car\IMG\center_2024_01_28_12_21_50_833.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_50_833.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_50_833.jpg,0,0.4496557,0,22.57722
D:\self driving car\IMG\center_2024_01_28_12_21_50_901.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_50_901.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_50_901.jpg,0,0.2058297,0,22.71744
D:\self driving car\IMG\center_2024_01_28_12_21_50_968.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_50_968.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_50_968.jpg,0,0.3062178,0,22.76937
D:\self driving car\IMG\center_2024_01_28_12_21_51_037.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_51_037.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_51_037.jpg,-0.2,0.5349657,0,22.97603
D:\self driving car\IMG\center_2024_01_28_12_21_51_108.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_51_108.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_51_108.jpg,-0.35,0.4695412,0,23.16968
D:\self driving car\IMG\center_2024_01_28_12_21_51_177.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_51_177.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_51_177.jpg,0,0.2402647,0,23.29829
D:\self driving car\IMG\center_2024_01_28_12_21_51_250.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_51_250.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_51_250.jpg,0,0.06387067,0,23.28598
D:\self driving car\IMG\center_2024_01_28_12_21_51_320.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_51_320.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_51_320.jpg,-0.2,0,0,23.09242
D:\self driving car\IMG\center_2024_01_28_12_21_51_387.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_51_387.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_51_387.jpg,-0.35,0,0,22.90644
D:\self driving car\IMG\center_2024_01_28_12_21_51_454.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_51_454.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_51_454.jpg,0,0,0,22.7365
D:\self driving car\IMG\center_2024_01_28_12_21_51_527.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_51_527.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_51_527.jpg,-0.05,0,0,22.5472
D:\self driving car\IMG\center_2024_01_28_12_21_51_600.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_51_600.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_51_600.jpg,-0.25,0,0,22.34941
D:\self driving car\IMG\center_2024_01_28_12_21_51_671.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_51_671.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_51_671.jpg,0,0,0,22.17789
D:\self driving car\IMG\center_2024_01_28_12_21_51_743.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_51_743.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_51_743.jpg,0,0,0,21.99282
D:\self driving car\IMG\center_2024_01_28_12_21_51_814.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_51_814.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_51_814.jpg,-0.05,0,0,21.85888
D:\self driving car\IMG\center_2024_01_28_12_21_51_886.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_51_886.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_51_886.jpg,-0.25,0,0,21.6623
D:\self driving car\IMG\center_2024_01_28_12_21_51_958.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_51_958.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_51_958.jpg,0,0.080553,0,21.43309
D:\self driving car\IMG\center_2024_01_28_12_21_52_031.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_52_031.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_52_031.jpg,0,0.2598228,0,21.42126
D:\self driving car\IMG\center_2024_01_28_12_21_52_104.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_52_104.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_52_104.jpg,-0.1,0.4967763,0,21.61478
D:\self driving car\IMG\center_2024_01_28_12_21_52_172.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_52_172.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_52_172.jpg,-0.25,0.684771,0,21.89192
D:\self driving car\IMG\center_2024_01_28_12_21_52_241.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_52_241.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_52_241.jpg,0,0.5620067,0,22.34356
D:\self driving car\IMG\center_2024_01_28_12_21_52_308.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_52_308.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_52_308.jpg,0,0.382121,0,22.53681
D:\self driving car\IMG\center_2024_01_28_12_21_52_376.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_52_376.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_52_376.jpg,0,0.2859778,0,22.63141
D:\self driving car\IMG\center_2024_01_28_12_21_52_443.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_52_443.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_52_443.jpg,-0.15,0.4669435,0,22.77287
D:\self driving car\IMG\center_2024_01_28_12_21_52_516.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_52_516.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_52_516.jpg,0,0.7054685,0,23.15255
D:\self driving car\IMG\center_2024_01_28_12_21_52_588.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_52_588.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_52_588.jpg,0,0.5894882,0,23.50911
D:\self driving car\IMG\center_2024_01_28_12_21_52_658.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_52_658.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_52_658.jpg,-0.2,0.3596399,0,23.76752
D:\self driving car\IMG\center_2024_01_28_12_21_52_726.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_52_726.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_52_726.jpg,-0.35,0.176798,0,23.77654
D:\self driving car\IMG\center_2024_01_28_12_21_52_797.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_52_797.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_52_797.jpg,0,0,0,23.60919
D:\self driving car\IMG\center_2024_01_28_12_21_52_864.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_52_864.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_52_864.jpg,-0.1,0,0,23.46845
D:\self driving car\IMG\center_2024_01_28_12_21_52_936.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_52_936.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_52_936.jpg,-0.3,0,0,23.2509
D:\self driving car\IMG\center_2024_01_28_12_21_53_008.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_53_008.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_53_008.jpg,0,0,0,23.08429
D:\self driving car\IMG\center_2024_01_28_12_21_53_077.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_53_077.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_53_077.jpg,0,0,0,22.89368
D:\self driving car\IMG\center_2024_01_28_12_21_53_149.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_53_149.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_53_149.jpg,-0.15,0,0,22.75235
D:\self driving car\IMG\center_2024_01_28_12_21_53_221.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_53_221.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_53_221.jpg,0,0,0,22.53503
D:\self driving car\IMG\center_2024_01_28_12_21_53_290.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_53_290.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_53_290.jpg,0,0,0,22.39586
D:\self driving car\IMG\center_2024_01_28_12_21_53_362.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_53_362.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_53_362.jpg,0,0.1332267,0,22.23947
D:\self driving car\IMG\center_2024_01_28_12_21_53_432.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_53_432.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_53_432.jpg,-0.05,0.3063693,0,22.26078
D:\self driving car\IMG\center_2024_01_28_12_21_53_500.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_53_500.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_53_500.jpg,-0.25,0.06340228,0,22.24915
D:\self driving car\IMG\center_2024_01_28_12_21_53_571.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_53_571.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_53_571.jpg,-0.4,0,0,22.06749
D:\self driving car\IMG\center_2024_01_28_12_21_53_638.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_53_638.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_53_638.jpg,0,0,0,21.80768
D:\self driving car\IMG\center_2024_01_28_12_21_53_708.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_53_708.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_53_708.jpg,0,0,0,21.6618
D:\self driving car\IMG\center_2024_01_28_12_21_53_776.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_53_776.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_53_776.jpg,-0.2,0,0,21.48299
D:\self driving car\IMG\center_2024_01_28_12_21_53_844.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_53_844.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_53_844.jpg,-0.35,0,0,21.31861
D:\self driving car\IMG\center_2024_01_28_12_21_53_914.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_53_914.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_53_914.jpg,0,0,0,21.15592
D:\self driving car\IMG\center_2024_01_28_12_21_53_986.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_53_986.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_53_986.jpg,-0.05,0,0,20.97912
D:\self driving car\IMG\center_2024_01_28_12_21_54_054.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_54_054.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_54_054.jpg,-0.2,0,0,20.84842
D:\self driving car\IMG\center_2024_01_28_12_21_54_126.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_54_126.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_54_126.jpg,-0.4,0,0,20.62132
D:\self driving car\IMG\center_2024_01_28_12_21_54_194.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_54_194.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_54_194.jpg,0,0,0,20.45015
D:\self driving car\IMG\center_2024_01_28_12_21_54_265.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_54_265.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_54_265.jpg,0,0,0,20.27038
D:\self driving car\IMG\center_2024_01_28_12_21_54_337.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_54_337.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_54_337.jpg,0,0.0994506,0,20.1077
D:\self driving car\IMG\center_2024_01_28_12_21_54_404.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_54_404.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_54_404.jpg,0,0.278016,0,20.19524
D:\self driving car\IMG\center_2024_01_28_12_21_54_472.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_54_472.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_54_472.jpg,-0.1,0.460662,0,20.22612
D:\self driving car\IMG\center_2024_01_28_12_21_54_544.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_54_544.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_54_544.jpg,-0.3,0.344289,0,20.47299
D:\self driving car\IMG\center_2024_01_28_12_21_54_616.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_54_616.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_54_616.jpg,0,0.1099893,0,20.45241
D:\self driving car\IMG\center_2024_01_28_12_21_54_686.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_54_686.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_54_686.jpg,0,0,0,20.50928
D:\self driving car\IMG\center_2024_01_28_12_21_54_757.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_54_757.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_54_757.jpg,0,0.09290069,0,20.36609
D:\self driving car\IMG\center_2024_01_28_12_21_54_826.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_54_826.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_54_826.jpg,-0.1,0.2841093,0,20.18657
D:\self driving car\IMG\center_2024_01_28_12_21_54_898.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_54_898.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_54_898.jpg,-0.3,0.517644,0,20.36982
D:\self driving car\IMG\center_2024_01_28_12_21_54_970.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_54_970.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_54_970.jpg,0,0.6959785,0,20.88257
D:\self driving car\IMG\center_2024_01_28_12_21_55_041.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_55_041.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_55_041.jpg,0,0.80476,0,21.46121
D:\self driving car\IMG\center_2024_01_28_12_21_55_110.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_55_110.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_55_110.jpg,-0.15,0.6242341,0,21.74631
D:\self driving car\IMG\center_2024_01_28_12_21_55_180.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_55_180.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_55_180.jpg,-0.35,0.3750947,0,22.0078
D:\self driving car\IMG\center_2024_01_28_12_21_55_248.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_55_248.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_55_248.jpg,0,0.2058084,0,22.16059
D:\self driving car\IMG\center_2024_01_28_12_21_55_315.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_55_315.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_55_315.jpg,0,0.007792499,0,22.00448
D:\self driving car\IMG\center_2024_01_28_12_21_55_385.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_55_385.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_55_385.jpg,0,0,0,21.79436
D:\self driving car\IMG\center_2024_01_28_12_21_55_454.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_55_454.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_55_454.jpg,0,0.1246563,0,21.84523
D:\self driving car\IMG\center_2024_01_28_12_21_55_526.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_55_526.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_55_526.jpg,-0.2,0.362193,0,21.88344
D:\self driving car\IMG\center_2024_01_28_12_21_55_596.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_55_596.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_55_596.jpg,-0.4,0.594176,0,22.08301
D:\self driving car\IMG\center_2024_01_28_12_21_55_665.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_55_665.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_55_665.jpg,0,0.4840352,0,22.21921
D:\self driving car\IMG\center_2024_01_28_12_21_55_737.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_55_737.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_55_737.jpg,0,0.247874,0,22.39007
D:\self driving car\IMG\center_2024_01_28_12_21_55_805.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_55_805.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_55_805.jpg,0,0.3513455,0,22.54321
D:\self driving car\IMG\center_2024_01_28_12_21_55_877.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_55_877.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_55_877.jpg,0,0.588281,0,22.80533
D:\self driving car\IMG\center_2024_01_28_12_21_55_945.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_55_945.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_55_945.jpg,0,0.4825826,0,23.01807
D:\self driving car\IMG\center_2024_01_28_12_21_56_015.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_56_015.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_56_015.jpg,0,0.2970178,0,23.22314
D:\self driving car\IMG\center_2024_01_28_12_21_56_086.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_56_086.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_56_086.jpg,0,0.488935,0,23.38629
D:\self driving car\IMG\center_2024_01_28_12_21_56_159.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_56_159.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_56_159.jpg,-0.05,0.7271332,0,23.77665
D:\self driving car\IMG\center_2024_01_28_12_21_56_227.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_56_227.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_56_227.jpg,-0.2,0.7840129,0,24.1915
D:\self driving car\IMG\center_2024_01_28_12_21_56_297.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_56_297.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_56_297.jpg,0,0.5516878,0,24.59188
D:\self driving car\IMG\center_2024_01_28_12_21_56_365.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_56_365.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_56_365.jpg,0,0.3685586,0,24.77993
D:\self driving car\IMG\center_2024_01_28_12_21_56_432.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_56_432.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_56_432.jpg,0,0.1887401,0,24.83518
D:\self driving car\IMG\center_2024_01_28_12_21_56_504.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_56_504.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_56_504.jpg,-0.05,0,0,24.7079
D:\self driving car\IMG\center_2024_01_28_12_21_56_573.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_56_573.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_56_573.jpg,-0.2,0.0198489,0,24.54704
D:\self driving car\IMG\center_2024_01_28_12_21_56_640.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_56_640.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_56_640.jpg,0,0.2652561,0,24.46547
D:\self driving car\IMG\center_2024_01_28_12_21_56_713.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_56_713.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_56_713.jpg,0,0.441771,0,24.5691
D:\self driving car\IMG\center_2024_01_28_12_21_56_785.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_56_785.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_56_785.jpg,-0.05,0.6814221,0,24.91159
D:\self driving car\IMG\center_2024_01_28_12_21_56_855.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_56_855.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_56_855.jpg,-0.2,0.864763,0,25.3023
D:\self driving car\IMG\center_2024_01_28_12_21_56_928.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_56_928.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_56_928.jpg,0,1,0,26.01057
D:\self driving car\IMG\center_2024_01_28_12_21_56_994.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_56_994.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_56_994.jpg,0,1,0,26.57946
D:\self driving car\IMG\center_2024_01_28_12_21_57_067.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_57_067.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_57_067.jpg,0,1,0,27.3326
D:\self driving car\IMG\center_2024_01_28_12_21_57_140.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_57_140.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_57_140.jpg,0,1,0,28.08028
D:\self driving car\IMG\center_2024_01_28_12_21_57_211.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_57_211.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_57_211.jpg,-0.05,1,0,28.63617
D:\self driving car\IMG\center_2024_01_28_12_21_57_284.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_57_284.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_57_284.jpg,-0.25,1,0,29.34142
D:\self driving car\IMG\center_2024_01_28_12_21_57_353.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_57_353.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_57_353.jpg,0,1,0,29.86657
D:\self driving car\IMG\center_2024_01_28_12_21_57_427.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_57_427.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_57_427.jpg,0,1,0,30.18965
D:\self driving car\IMG\center_2024_01_28_12_21_57_495.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_57_495.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_57_495.jpg,0,0.8402242,0,30.16689
D:\self driving car\IMG\center_2024_01_28_12_21_57_569.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_57_569.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_57_569.jpg,-0.05,0.5977768,0,30.10553
D:\self driving car\IMG\center_2024_01_28_12_21_57_639.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_57_639.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_57_639.jpg,-0.25,0.4556564,0,30.02909
D:\self driving car\IMG\center_2024_01_28_12_21_57_711.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_57_711.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_57_711.jpg,0,0.6326087,0,30.08664
D:\self driving car\IMG\center_2024_01_28_12_21_57_785.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_57_785.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_57_785.jpg,-0.05,0.8745648,0,30.14657
D:\self driving car\IMG\center_2024_01_28_12_21_57_857.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_57_857.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_57_857.jpg,-0.25,1,0,30.17744
D:\self driving car\IMG\center_2024_01_28_12_21_57_928.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_57_928.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_57_928.jpg,0,1,0,30.18336
D:\self driving car\IMG\center_2024_01_28_12_21_57_996.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_57_996.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_57_996.jpg,0,1,0,30.18946
D:\self driving car\IMG\center_2024_01_28_12_21_58_067.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_58_067.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_58_067.jpg,0,1,0,30.19013
D:\self driving car\IMG\center_2024_01_28_12_21_58_138.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_58_138.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_58_138.jpg,0,1,0,30.18999
D:\self driving car\IMG\center_2024_01_28_12_21_58_206.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_58_206.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_58_206.jpg,0,1,0,30.19034
